a,No,번호,도서관명,지역,시군구,도서관구분,설립주체,운영방식,개관년도,우편번호,주소,상세주소,홈페이지,전화번호,팩스,주소2,경도,위도,상태
public_lib_10.shp.csv,39,901,충청남도청양교육지원청청양도서관,충남,청양군,공공(일반),교육청,직영,1974,345801,충남 청양군 청양읍 칠갑산로,1길 15,http://www.cylib.or.kr,041-943-4147,041-943-6396,충남 청양군 청양읍 칠갑산로1길 15,126.8002953,36.45282633,정좌표
public_lib_10.shp.csv,40,901,충청남도태안교육지원청태안도서관,충남,태안군,공공(일반),교육청,직영,1992,357902,충청남도 태안군 원이로,20 태안도서관,http://www.talib.cne.go.kr,041-674-1369,041-672-6771,충청남도 태안군 원이로20 태안도서관,126.2906718,36.75950465,정좌표
public_lib_10.shp.csv,41,901,충청남도홍성교육지원청홍성도서관,충남,홍성군,공공(일반),교육청,직영,1974,32231,충청남도 홍성군 홍성읍 충절로 1050,충청남도홍성교육지원청홍성도서관,https://hslib.cne.go.kr,041-632-2860,041-634-9915,충청남도 홍성군 홍성읍 충절로 1050충청남도홍성교육지원청홍성도서관,126.6671956,36.59962301,정좌표
public_lib_10.shp.csv,42,901,충청북도교육도서관,충북,청주시,공공(일반),교육청,직영,1979,362100,충북 청주시 서원구 충렬로,19 (충청북도교육도서관),http://www.cbelib.go.kr,043-276-8309,043-268-6978,충북 청주시 서원구 충렬로19 (충청북도교육도서관),127.4775249,36.63311861,정좌표
public_lib_10.shp.csv,43,901,충청북도교육문화원,충북,청주시,공공(일반),교육청,직영,1990,28353,충청북도 청주시 청원구 공항로287번길 56 (주중동),충북교육문화원 4층 문화예술자료실,http://www.cbsec.go.kr,043-229-2655,043-218-8464,충청북도 청주시 청원구 공항로287번길 56 (주중동)충북교육문화원 4층 문화예술자료실,127.4803695,36.68266636,정좌표
public_lib_10.shp.csv,44,901,충청북도중원교육문화원,충북,충주시,공공(일반),교육청,직영,2010,27480,충청북도 충주시 호암대로 50 호암동,526-1번지,http://www.jwec.go.kr,043-848-2266,043-844-9065,충청북도 충주시 호암대로 50 호암동526-1번지,127.930566,36.95695754,정좌표
public_lib_10.shp.csv,45,901,칠곡군립도서관,경북,칠곡군,공공(일반),지자체,직영,2010,718800,경북 칠곡군 왜관읍,달오1길 6-7,http://library.chilgok.go.kr,054-979-6700,054-979-6709,경북 칠곡군 왜관읍달오1길 6-7,128.3995154,35.97529599,정좌표
public_lib_10.shp.csv,46,901,칠암도서관,경남,김해시,공공(일반),지자체,직영,1999,621909,경상남도 김해시 활천로285번길 14,칠암도서관,http://lib.gimhae.go.kr/,055-330-4591,055-330-2919,경상남도 김해시 활천로285번길 14칠암도서관,128.9104442,35.24456273,정좌표
public_lib_10.shp.csv,47,901,칠평도서관,경북,경주시,공공(일반),지자체,직영,1999,780809,경상북도 경주시 비화중로,51,-,054-779-8915,,경상북도 경주시 비화중로51,129.2189701,35.99242634,정좌표
public_lib_10.shp.csv,48,901,콩쥐팥쥐도서관,전북,완주군,공공(일반),지자체,직영,2019,55365,전라북도 완주군 이서면 갈산로 40,콩쥐팥쥐도서관,-,063-290-2595,063-290-2575,전라북도 완주군 이서면 갈산로 40콩쥐팥쥐도서관,127.0560789,35.83644974,정좌표
public_lib_10.shp.csv,49,901,탄현도서관,경기,파주시,공공(일반),지자체,직영,2016,10858,경기도 파주시 탄현면 방촌로649번길 24-7,탄현면사무소 2층,http://www.pajulib.or.kr/thlib,031-940-8457,,경기도 파주시 탄현면 방촌로649번길 24-7탄현면사무소 2층,126.7161249,37.80246339,정좌표
public_lib_10.shp.csv,50,901,탐라도서관,제주,제주시,공공(일반),지자체,직영,1989,63088,제주특별자치도 제주시 정원로 50 (노형동),노형동 1479번지,http://lib.jeju.go.kr,064-728-1506,064-728-8589,제주특별자치도 제주시 정원로 50 (노형동)노형동 1479번지,126.4770019,33.47950912,정좌표
public_lib_10.shp.csv,51,901,태백교육도서관,강원,태백시,공공(일반),교육청,직영,1991,26039,강원도 태백시 태백로 1126 (황지동),태백교육도서관,http://lib.gwe.go.kr/tblib/egovMain.do,033-553-1237,033-553-1230,강원도 태백시 태백로 1126 (황지동)태백교육도서관,128.9893433,37.15787178,정좌표
public_lib_10.shp.csv,52,901,태백산소드림도서관,강원,태백시,공공(일반),지자체,직영,2017,26025,강원도 태백시 장수길 33 (황지동),태백산소드림도서관,https://www.taebaek.go.kr,033-550-2757,033-550-2953,강원도 태백시 장수길 33 (황지동)태백산소드림도서관,128.9849614,37.17996558,정좌표
public_lib_10.shp.csv,53,901,태백시립도서관,강원,태백시,공공(일반),지자체,직영,1996,235100,강원도 태백시 평화길,12 (시립도서관),http://www.taebaek.go.kr/lib,033-550-2755,033-550-2949,강원도 태백시 평화길12 (시립도서관),129.0219797,37.09970394,정좌표
public_lib_10.shp.csv,54,901,태안군립중앙도서관,충남,태안군,공공(일반),지자체,직영,2013,32140,충청남도 태안군 태안읍,백화로 184,http://www.taean.go.kr/area/sub08_00.do,041-670-5985,041-673-9031,충청남도 태안군 태안읍백화로 184,126.3103428,36.75507416,정좌표
public_lib_10.shp.csv,55,901,태안안면도서관,충남,태안군,공공(일반),지자체,직영,1999,357961,충청남도 태안군 장터로,99 15 (안면도서관),http://www.taean.go.kr,041-670-5997,041-673-8132,충청남도 태안군 장터로99 15 (안면도서관),126.345952,36.51585006,인근좌표
public_lib_10.shp.csv,56,901,토성공공도서관,강원,고성군,공공(일반),지자체,직영,2008,219833,강원도 고성군 토성로,167 6,-,033-680-3561,,강원도 고성군 토성로167 6,128.5567768,38.25921533,정좌표
public_lib_10.shp.csv,57,901,통영시립도서관,경남,통영시,공공(일반),지자체,직영,2010,53035,경상남도 통영시 무전3길 29 (무전동),1054-4 통영시립도서관,http://www.tongyeonglib.or.kr,055-650-2630,055-650-2639,경상남도 통영시 무전3길 29 (무전동)1054-4 통영시립도서관,128.4247084,34.86150461,정좌표
public_lib_10.shp.csv,58,901,통영시립산양도서관,경남,통영시,공공(일반),지자체,직영,1997,650942,경상남도 통영시 둔전길 155,통영시립산양도서관,http://www.tongyeonglib.or.kr/library/,055-650-2500,055-650-2509,경상남도 통영시 둔전길 155통영시립산양도서관,128.3934513,34.8028688,정좌표
public_lib_10.shp.csv,59,901,통영시립욕지도서관,경남,통영시,공공(일반),지자체,직영,2001,650913,경상남도 통영시 중촌길,203,http://www.tongyeonglib.or.kr/library/,055-650-4580,055-650-4581,경상남도 통영시 중촌길203,128.2633598,34.63676803,정좌표
public_lib_10.shp.csv,60,901,통영시립충무도서관,경남,통영시,공공(일반),지자체,직영,2013,650836,경상남도 통영시,용남면 기호바깥길 7-87(장문리 910),http://www.tongyeonglib.or.kr/,055-650-2640,055-650-2649,경상남도 통영시용남면 기호바깥길 7-87(장문리 910),128.4205353,34.87320682,정좌표
public_lib_10.shp.csv,61,901,파주시립중앙도서관금촌분관,경기,파주시,공공(일반),지자체,직영,1994,413010,경기도 파주시 금촌동 ,시민회관길 40,www.pajulib.or.kr,031-940-4388,031-940-4389,경기도 파주시 금촌동 시민회관길 40,126.7800423,37.75851252,정좌표
public_lib_10.shp.csv,62,901,파주시립중앙도서관문산분관,경기,파주시,공공(일반),지자체,직영,1994,10823,경기도 파주시 문산읍 개포래로 42,문산도서관 (문산읍 문산리 35-13),http://www.pajulib.or.kr,031-940-8432,031-940-8439,경기도 파주시 문산읍 개포래로 42문산도서관 (문산읍 문산리 35-13),126.7833359,37.85328757,정좌표
public_lib_10.shp.csv,63,901,파주시립중앙도서관법원분관,경기,파주시,공공(일반),지자체,직영,1997,413872,경기도 파주시 사임당로,947 (법원도서관),http://www.pajulib.or.kr,031-940-4191,031-940-4199,경기도 파주시 사임당로947 (법원도서관),126.8863396,37.84750516,정좌표
public_lib_10.shp.csv,64,901,파주시중앙도서관,경기,파주시,공공(일반),지자체,직영,2005,10917,경기도 파주시 쇠재로 33 금촌동,파주시중앙도서관,https://lib.paju.go.kr/jalib/index.do,031-940-5661,031-940-5649,경기도 파주시 쇠재로 33 금촌동파주시중앙도서관,126.7707144,37.75001891,정좌표
public_lib_10.shp.csv,65,901,파평도서관,경기,파주시,공공(일반),지자체,직영,2018,10801,경기도 파주시 파평면 청송로 189-21,3층 파평도서관,https://lib.paju.go.kr/pplib/index.do,031-940-5990,031-940-5999,경기도 파주시 파평면 청송로 189-213층 파평도서관,126.8378426,37.92223343,인근좌표
public_lib_10.shp.csv,66,901,판교도서관,경기,성남시,공공(일반),지자체,직영,2010,13477,경기도 성남시 분당구 운중로225번길 37 (판교동),판교도서관,https://www.snlib.go.kr/pg/index.do,031-729-4900,031-729-4579,경기도 성남시 분당구 운중로225번길 37 (판교동)판교도서관,127.0905508,37.39202236,정좌표
public_lib_10.shp.csv,67,901,평창교육도서관,강원,평창군,공공(일반),교육청,직영,1974,25374,강원도 평창군 평창읍 평창중앙로,83-17 (평창교육도서관),http://lib.gwe.go.kr/plib,033-332-2615,033-334-2907,강원도 평창군 평창읍 평창중앙로83-17 (평창교육도서관),128.3944392,37.36965497,정좌표
public_lib_10.shp.csv,68,901,평창군립대관령도서관,강원,평창군,공공(일반),지자체,직영,2018,25344,강원도 평창군 대관령면 대관령로 83-2,대관령도서관,http://www.pc.go.kr/lib/,033-330-2845,033-335-2844,강원도 평창군 대관령면 대관령로 83-2대관령도서관,128.7057951,37.6740122,정좌표
public_lib_10.shp.csv,69,901,평창군립대화도서관,강원,평창군,공공(일반),지자체,직영,2004,232917,강원도 평창군 남산2길,27 대화도서관,https://www.pc.go.kr/lib,033-330-2549,033-330-2588,강원도 평창군 남산2길27 대화도서관,128.4580139,37.5015069,정좌표
public_lib_10.shp.csv,70,901,평창군립봉평도서관,강원,평창군,공공(일반),지자체,직영,2014,25303,강원도 평창군 봉평면 기풍4길 10,10 봉평도서관,http://www.pc.go.kr,033-330-2826,033-332-2501,강원도 평창군 봉평면 기풍4길 1010 봉평도서관,128.3813508,37.61770836,인근좌표
public_lib_10.shp.csv,71,901,평창군립진부도서관,강원,평창군,공공(일반),지자체,직영,2000,232948,강원도 평창군 석두로,12-8 진부도서관,http://www.pc.go.kr/lib,033-330-2821,033-335-2547,강원도 평창군 석두로12-8 진부도서관,128.5543904,37.6353584,정좌표
public_lib_10.shp.csv,72,901,평택시립 비전도서관,경기,평택시,공공(일반),지자체,직영,1992,17896,경기도 평택시 비전로 27 비전동,평택시립비전도서관,https://www.ptlib.go.kr/sllib/index.do,031-8024-5477,031-8024-5479,경기도 평택시 비전로 27 비전동평택시립비전도서관,127.093712,36.99589065,정좌표
public_lib_10.shp.csv,73,901,평택시립 진위도서관,경기,평택시,공공(일반),지자체,직영,2017,17714,경기도 평택시 진위면 진위서로 137,진위도서관,http://ptlib.go.kr/jwlib,031-8024-7341,031-8024-7349,경기도 평택시 진위면 진위서로 137진위도서관,127.0783499,37.10668915,정좌표
public_lib_10.shp.csv,74,901,평택시립도서관 팽성분관,경기,평택시,공공(일반),지자체,직영,1994,17977,경기도 평택시 팽성읍 안정로95번길 15-25,팽성도서관,http://www.ptlib.go.kr,031-8024-5481,031-8024-5489,경기도 평택시 팽성읍 안정로95번길 15-25팽성도서관,127.0515068,36.96487912,정좌표
public_lib_10.shp.csv,75,901,평택시립배다리도서관,경기,평택시,공공(일반),지자체,직영,2018,17862,경기도 평택시 죽백6로 20 죽백동,배다리도서관,https://www.ptlib.go.kr/bdrlib/index.do,031-8024-5494,031-8024-5459,경기도 평택시 죽백6로 20 죽백동배다리도서관,127.1193943,37.00223293,정좌표
public_lib_10.shp.csv,76,901,평택시립세교도서관,경기,평택시,공공(일반),지자체,직영,2018,17826,경기도 평택시 은실고가길 180 (세교동),평택시립세교도서관,http://www.ptlib.go.kr,031-8024-5445,031-682-7201,경기도 평택시 은실고가길 180 (세교동)평택시립세교도서관,127.0786466,37.00641315,정좌표
public_lib_10.shp.csv,77,901,평택시립안중도서관,경기,평택시,공공(일반),지자체,직영,2005,17816,경기도 평택시 안중읍 서동대로 1531,평택시립안중도서관,http://www.ptlib.go.kr,031-8024-8346,031-8024-8349,경기도 평택시 안중읍 서동대로 1531평택시립안중도서관,126.9195067,36.98909992,정좌표
public_lib_10.shp.csv,78,901,평택시립오성도서관,경기,평택시,공공(일반),지자체,직영,2014,17819,경기도 평택시 오성면 오성새싹길 3,3 오성도서관,https://www.ptlib.go.kr/oslib/index.do,031-8024-8565,031-8024-8569,경기도 평택시 오성면 오성새싹길 33 오성도서관,126.9797811,37.01034453,정좌표
public_lib_10.shp.csv,79,901,평택시립장당도서관,경기,평택시,공공(일반),지자체,직영,2014,17740,경기도 평택시 장당길 116 장당동,장당도서관 1층 사무실,https://www.ptlib.go.kr/jdlib/index.do,031-8024-7465,031-8024-7469,경기도 평택시 장당길 116 장당동장당도서관 1층 사무실,127.0652292,37.05285941,정좌표
public_lib_10.shp.csv,80,901,평택시립청북도서관,경기,평택시,공공(일반),지자체,직영,2015,17805,경기도 평택시 청북읍 안청로2길 60,청북문화센터 2층,https://www.ptlib.go.kr/cbsmall,031-8024-8582,031-8024-8584,경기도 평택시 청북읍 안청로2길 60청북문화센터 2층,126.9181347,37.02067595,정좌표
public_lib_10.shp.csv,81,901,포천시립가산도서관,경기,포천시,공공(일반),지자체,직영,2014,487814,경기도 포천시 선마로,223  포천시립가산도서관,http://lib.pcs21.net/gs,031-538-3981,031-538-3985,경기도 포천시 선마로223  포천시립가산도서관,127.1864604,37.84868443,정좌표
public_lib_10.shp.csv,82,901,포천시립소흘도서관,경기,포천시,공공(일반),지자체,직영,2010,11176,경기도 포천시 소흘읍 송우로 101-29,101-29 (포천시립소흘도서관),http://lib.pocheon.go.kr/sh,031-538-3951,031-538-3957,경기도 포천시 소흘읍 송우로 101-29101-29 (포천시립소흘도서관),127.1364266,37.832021,인근좌표
public_lib_10.shp.csv,83,901,포천시립영북도서관,경기,포천시,공공(일반),지자체,직영,2013,487892,경기도 포천시 운천안길,3,http://lib.pocheon.go.kr/yb,031-538-3972,031-538-3975,경기도 포천시 운천안길3,127.2742279,38.08772025,정좌표
public_lib_10.shp.csv,84,901,포천시립영중꿈나무도서관,경기,포천시,공공(일반),지자체,직영,2006,487883,경기도 포천시 양문로,51,http://lib.pocheon.go.kr/yj,031-538-3942,031-538-3945,경기도 포천시 양문로51,127.2416765,37.99738196,정좌표
public_lib_10.shp.csv,85,901,포천시립일동도서관,경기,포천시,공공(일반),지자체,직영,2006,487850,경기 포천시 일동면,화동로 1021,http://lib.pcs21.net/id/,031-538-3931,031-538-3936,경기 포천시 일동면화동로 1021,127.3155543,37.95493604,정좌표
public_lib_10.shp.csv,86,901,포천시립중앙도서관,경기,포천시,공공(일반),지자체,직영,2012,11140,경기도 포천시 신북면 중앙로207번길 26,26 (포천시립중앙도서관),http://lib.pocheon.go.kr/center,031-538-3912,031-538-3925,경기도 포천시 신북면 중앙로207번길 2626 (포천시립중앙도서관),127.2025545,37.90651674,인근좌표
public_lib_10.shp.csv,87,901,포항시립대잠도서관,경북,포항시,공공(일반),지자체,직영,2007,37683,경상북도 포항시 남구 시청로 1 (대잠동),1 (포항시청) 문화동 대잠도서관,http://phlib.pohang.go.kr/,054-270-5680,054-270-5874,경상북도 포항시 남구 시청로 1 (대잠동)1 (포항시청) 문화동 대잠도서관,129.3409401,36.01840329,인근좌표
public_lib_10.shp.csv,88,901,포항시립동해석곡도서관,경북,포항시,공공(일반),지자체,직영,2009,790853,경상북도 포항시 남구 일월로41번길,19 동해석곡도서관,http://phlib.pohang.go.kr,054-270-4621,054-272-3596,경상북도 포항시 남구 일월로41번길19 동해석곡도서관,129.4374916,35.99082594,정좌표
public_lib_10.shp.csv,89,901,포항시립어린이영어도서관,경북,포항시,공공(일반),지자체,직영,2014,790824,경상북도 포항시 남구,뱃머리길 39 포항시 평생학습원 5층 어린이영어도서관,http://www.phlib.or.kr/,054-270-4384,,경상북도 포항시 남구뱃머리길 39 포항시 평생학습원 5층 어린이영어도서관,129.3551785,36.00677945,정좌표
public_lib_10.shp.csv,90,901,포항시립영암도서관,경북,포항시,공공(일반),지자체,직영,1987,790828,경상북도 포항시 남구 상공로,46번길 11,http://www.phlib.or.kr,054-281-0009,054-275-3689,경상북도 포항시 남구 상공로46번길 11,129.3577389,36.01252258,정좌표
public_lib_10.shp.csv,91,901,포항시립오천도서관,경북,포항시,공공(일반),지자체,직영,1999,790908,경북 포항시 남구 오천읍 용덕리,263-1,http://phlib.pohang.go.kr/,054-270-5692,054-292-2523,경북 포항시 남구 오천읍 용덕리263-1,129.4166174,35.9685022,정좌표
public_lib_10.shp.csv,92,901,포항시립포은중앙도서관,경북,포항시,공공(일반),지자체,직영,2007,37727,경상북도 포항시 북구 삼호로 31 덕수동,포항시립포은중앙도서관,http://phlib.pohang.go.kr/,054-270-4600,054-241-0494,경상북도 포항시 북구 삼호로 31 덕수동포항시립포은중앙도서관,129.3675349,36.04390508,정좌표
public_lib_10.shp.csv,93,901,포항중앙도서관,경북,포항시,공공(일반),사립,직영,2003,791843,경상북도 포항시 북구 대해로,38,http://www.pcpc.or.kr,054-274-9191,054-274-0061,경상북도 포항시 북구 대해로38,129.3576757,36.024657,정좌표
public_lib_10.shp.csv,94,901,표선도서관,제주,서귀포시,공공(일반),지자체,직영,2002,699914,제주특별자치도 서귀포시 표선백사로110번길,17-10 (표선도서관),http://www.lib.jeju.go.kr,064-787-5488,064-787-6488,제주특별자치도 서귀포시 표선백사로110번길17-10 (표선도서관),126.8384946,33.32377295,정좌표
public_lib_10.shp.csv,95,901,푸른초장공공도서관,대구,달서구,공공(일반),사립,직영,2010,42602,대구광역시 달서구 달구벌대로 973 (파호동),42번지,http://www.wasabi-book.org,053-582-3394,053-593-3395,대구광역시 달서구 달구벌대로 973 (파호동)42번지,128.4737834,35.85364144,정좌표
public_lib_10.shp.csv,96,901,하남시 나룰도서관,경기,하남시,공공(일반),지자체,직영,2009,12927,경기도 하남시 덕풍북로 180 (덕풍동),180 (덕풍동 나룰도서관),http://www.hanamlib.go.kr/nalib,031-790-6887,031-790-6989,경기도 하남시 덕풍북로 180 (덕풍동)180 (덕풍동 나룰도서관),127.2040597,37.55553293,인근좌표
public_lib_10.shp.csv,97,901,하남시 덕풍도서관,경기,하남시,공공(일반),지자체,직영,2016,12979,경기도 하남시 역말로 14 (덕풍동),덕풍도서관,https://www.hanamlib.go.kr/dulib/index.do,031-790-6959,031-790-6958,경기도 하남시 역말로 14 (덕풍동)덕풍도서관,127.2007761,37.53351724,정좌표
public_lib_10.shp.csv,98,901,하남시미사도서관,경기,하남시,공공(일반),지자체,직영,2020,12910,경기도 하남시 아리수로 545 망월동,하남시미사도서관,https://www.hanamlib.go.kr/mslib,031-790-6884,031-790-6989,경기도 하남시 아리수로 545 망월동하남시미사도서관,127.1873019,37.56761666,정좌표
public_lib_10.shp.csv,99,901,하남시세미도서관,경기,하남시,공공(일반),지자체,직영,2018,12982,경기도 하남시 세미로1길 15 (풍산동),하남시세미도서관,https://www.hanamlib.go.kr/selib,031-790-6804,031-790-6809,경기도 하남시 세미로1길 15 (풍산동)하남시세미도서관,127.1940909,37.54344209,정좌표
public_lib_10.shp.csv,100,901,하남시신장도서관,경기,하남시,공공(일반),지자체,직영,1996,12951,경기도 하남시 하남대로 740 (신장동),740 (하남시신장도서관),https://www.hanamlib.go.kr/silib,031-795-0694,031-790-6599,경기도 하남시 하남대로 740 (신장동)740 (하남시신장도서관),127.221514,37.52045127,인근좌표
public_lib_11.shp.csv,1,1001,하늘도서관,서울,구로구,공공(일반),지자체,위탁,2010,8317,서울특별시 구로구 구로동로13길 68 (구로동),하늘도서관,http://lib.guro.go.kr/,02-864-9585,02-864-9587,서울특별시 구로구 구로동로13길 68 (구로동)하늘도서관,126.8813521,37.48738067,정좌표
public_lib_11.shp.csv,2,1001,학나래도서관,인천,미추홀구,공공(일반),지자체,직영,2007,22218,인천광역시 미추홀구 한나루로 444 학익동,2층 학나래도서관,http://hnrl.michu.incheon.kr,032-880-4303,032-880-4888,인천광역시 미추홀구 한나루로 444 학익동2층 학나래도서관,126.6674731,37.44658016,정좌표
public_lib_11.shp.csv,3,1001,학마을도서관,서울,도봉구,공공(일반),지자체,위탁,2009,1359,서울특별시 도봉구 시루봉로 128 (방학동),446-5번지,http://www.hakmaeul.or.kr/,02-955-0655,02-955-0688,서울특별시 도봉구 시루봉로 128 (방학동)446-5번지,127.0278303,37.6621577,정좌표
public_lib_11.shp.csv,4,1001,한경도서관,제주,제주시,공공(일반),지자체,직영,2002,63002,제주특별자치도 제주시 한경면 신한로 13,236-1,http://lib.jeju.go.kr/,064-728-8603,064-772-3723,제주특별자치도 제주시 한경면 신한로 13236-1,126.1970423,33.33576269,인근좌표
public_lib_11.shp.csv,5,1001,한국학생도서관,서울,중구,공공(일반),사립,직영,1964,100380,서울특별시 중구 동호로27길,30 (한국학생회관),http://ksplibrary.co.kr,02-2275-0753,02-2279-9035,서울특별시 중구 동호로27길30 (한국학생회관),127.0021513,37.56070426,정좌표
public_lib_11.shp.csv,6,1001,한내지혜의 숲 도서관,서울,노원구,공공(일반),지자체,직영,2018,1912,서울특별시 노원구 마들로 86 (월계동),한내지혜의 숲 도서관,http://www.nowonlib.kr,02-979-7420,02-979-7421,서울특별시 노원구 마들로 86 (월계동)한내지혜의 숲 도서관,127.0687821,37.62358744,정좌표
public_lib_11.shp.csv,7,1001,한들마을도서관,대구,동구,공공(일반),사립,직영,2005,701839,대구광역시 동구 팔공로101길,47 2층 한들마을도서관,http://handl.windbook.kr,053-985-1513,053-985-1513,대구광역시 동구 팔공로101길47 2층 한들마을도서관,128.6425015,35.94156365,정좌표
public_lib_11.shp.csv,8,1001,한빛도서관,경기,파주시,공공(일반),지자체,직영,2013,413200,경기도 파주시,와석순환로 94(야당동 1003-1),http://www.pajulib.or.kr,031-940-5777,031-940-5729,경기도 파주시와석순환로 94(야당동 1003-1),126.7494226,37.71199302,정좌표
public_lib_11.shp.csv,9,1001,한솔동도서관,세종,연기군,공공(일반),지자체,직영,2014,339014,세종특별자치시  노을3로,"85, 한솔동주민자치센터 도서관",http://www.lib.sejong.go.kr,044-301-6161,044-301-6129,"세종특별자치시  노을3로85, 한솔동주민자치센터 도서관",127.2546672,36.47917347,정좌표
public_lib_11.shp.csv,10,1001,한수풀도서관,제주,제주시,공공(일반),교육청,직영,1990,695925,제주특별자치도 제주시 한림상로,240 11 (한수풀도서관),http://www.hsplib.go.kr/,064-796-0601,064-796-4399,제주특별자치도 제주시 한림상로240 11 (한수풀도서관),126.2685092,33.42030552,인근좌표
public_lib_11.shp.csv,11,1001,한아름도서관 (수원청소년문화센터내),경기,수원시,공공(일반),지자체,위탁,2000,442070,경기도 수원시 팔달구 인계동,334-1,http://www.suwonlib.go.kr/sycc,031-218-0422,031-218-0429,경기도 수원시 팔달구 인계동334-1,127.0345842,37.27426048,정좌표
public_lib_11.shp.csv,12,1001,한울도서관,경기,파주시,공공(일반),지자체,직영,2018,10901,경기도 파주시 교하로 239 (동패동),한울도서관,https://lib.paju.go.kr/hulib,031-940-5007,031-940-5009,경기도 파주시 교하로 239 (동패동)한울도서관,126.7436262,37.71711599,정좌표
public_lib_11.shp.csv,13,1001,함박비류도서관,인천,연수구,공공(일반),지자체,직영,2020,21912,인천광역시 연수구 함박안로 217 연수동,함박비류도서관,http://www.yspubliclib.go.kr,032-749-6970,032-749-6979,인천광역시 연수구 함박안로 217 연수동함박비류도서관,126.6871619,37.42598277,정좌표
public_lib_11.shp.csv,14,1001,함안군립칠원도서관,경남,함안군,공공(일반),지자체,직영,2015,52017,경상남도 함안군 칠원읍 원서로 56,함안군립 칠원도서관,https://www.haman.go.kr/chilwonlib.web,055-580-3643,055-580-3649,경상남도 함안군 칠원읍 원서로 56함안군립 칠원도서관,128.5154319,35.30484079,정좌표
public_lib_11.shp.csv,15,1001,함평공공도서관,전남,함평군,공공(일반),교육청,직영,1988,57147,전라남도 함평군 함평읍 신기산길 46-12,함평공공도서관,http://hplib.jne.go.kr,061-322-0515,061-324-5573,전라남도 함평군 함평읍 신기산길 46-12함평공공도서관,126.5188836,35.06701847,정좌표
public_lib_11.shp.csv,16,1001,함평군립도서관,전남,함평군,공공(일반),지자체,직영,2008,525803,전라남도 함평군 곤재로,36 33 (함평나비도서관),http://www.butterflyhp.or.kr,061-320-2262,061-320-3777,전라남도 함평군 곤재로36 33 (함평나비도서관),126.5161417,35.05571946,인근좌표
public_lib_11.shp.csv,17,1001,해남공공도서관,전남,해남군,공공(일반),교육청,직영,1984,59029,전라남도 해남군 해남읍,서성1길 33,http://hnlib.jne.go.kr,061-536-2483,061-536-7944,전라남도 해남군 해남읍서성1길 33,126.5948482,34.57468907,정좌표
public_lib_11.shp.csv,18,1001,해남군립도서관,전남,해남군,공공(일반),지자체,직영,2002,59028,전라남도 해남군 해남읍 군청길 4,.,http://lib.haenam.go.kr,061-530-5890,061-530-5599,전라남도 해남군 해남읍 군청길 4.,126.5990653,34.57347926,정좌표
public_lib_11.shp.csv,19,1001,해돋이도서관,인천,연수구,공공(일반),지자체,직영,2016,21997,인천광역시 연수구 해돋이로 7 (송도동),해돋이도서관 (송도동 5-1),http://www.yspubliclib.go.kr,032-749-6950,032-749-6959,인천광역시 연수구 해돋이로 7 (송도동)해돋이도서관 (송도동 5-1),126.6590472,37.38582117,정좌표
public_lib_11.shp.csv,20,1001,해룡농어촌도서관,전남,순천시,공공(일반),지자체,직영,2010,540852,전남 순천시 해룡면 월전리,401번지,http://sclibrary.or.kr/,061-749-8647,061-749-4721,전남 순천시 해룡면 월전리401번지,127.5367287,34.91371858,정좌표
public_lib_11.shp.csv,21,1001,해맞이역사도서관,서울,양천구,공공(일반),지자체,직영,2018,8042,서울특별시 양천구 지양로 37 신월동,해맞이도서관,http://lib.yangcheon.go.kr,02-2699-9223,,서울특별시 양천구 지양로 37 신월동해맞이도서관,126.8356052,37.51907269,정좌표
public_lib_11.shp.csv,22,1001,해밀도서관,경기,부천시,공공(일반),지자체,위탁,2008,14575,경기도 부천시 옥산로10번길 4 중동,해밀도서관,http://www.hmlib.or.kr,032-650-4600,032-612-2949,경기도 부천시 옥산로10번길 4 중동해밀도서관,126.7804959,37.49449457,정좌표
public_lib_11.shp.csv,23,1001,해솔도서관,경기,파주시,공공(일반),지자체,직영,2011,10893,경기도 파주시 해솔로 34 목동동,해솔도서관,http://www.pajulib.or.kr/,031-940-5145,031-940-5159,경기도 파주시 해솔로 34 목동동해솔도서관,126.7481282,37.72668627,정좌표
public_lib_11.shp.csv,24,1001,해오름 도서관,대구,북구,공공(일반),사립,직영,2010,702848,대구 북구 읍내동,1223-3,-,053-326-2639,053-325-8004,대구 북구 읍내동1223-3,128.5496486,35.94268969,정좌표
public_lib_11.shp.csv,25,1001,해오름도서관,경기,성남시,공공(일반),지자체,직영,2018,13250,경기도 성남시 중원구 희망로 403 중앙동,해오름도서관,https://www.snlib.go.kr/hor/,031-729-8770,031-729-8799,경기도 성남시 중원구 희망로 403 중앙동해오름도서관,127.1594454,37.44160015,정좌표
public_lib_11.shp.csv,26,1001,해운대도서관 우동분관,부산,해운대구,공공(일반),교육청,직영,1982,612819,부산광역시 해운대구 우동1로,89,http://www.haeundaelib.or.kr,051-742-2167,051-744-0209,부산광역시 해운대구 우동1로89,129.159942,35.17944047,정좌표
public_lib_11.shp.csv,27,1001,해운대인문학도서관,부산,해운대구,공공(일반),지자체,직영,2018,48036,부산광역시 해운대구 반여로 132 (반여동),해운대인문학도서관,http://www.haeundae.go.kr/inmunlib,051-749-6580,051-749-6579,부산광역시 해운대구 반여로 132 (반여동)해운대인문학도서관,129.1263043,35.20224275,정좌표
