aa,No,번호,도서관명,지역,시군구,도서관구분,설립주체,운영방식,개관년도,우편번호,주소,상세주소,홈페이지,전화번호,팩스,주소2,경도,위도,상태
research_lib_5.shp.csv,97,500,한국농수산식품유통공사 정보자료실,서울,서초구,전문,공공,-,0,121270,서울특별시 서초구 강남대로,27 (AT Center),-,02) 6300-1102,02) 6300-1615,서울특별시 서초구 강남대로27 (AT Center),127.0397987,37.46547198,정좌표
research_lib_5.shp.csv,98,500,한국농촌경제연구원 정보관리실,서울,동대문구,전문,공공,-,0,100180,동대문구 회기동 ,4-102,http://library.krei.re.kr,02) 3299-4212,02) 967-1437,동대문구 회기동 4-102,127.0539816,37.59190789,인근좌표
research_lib_5.shp.csv,99,500,한국대학교육협의회 자료실,서울,마포구,전문,민간,-,1945,137702,서울 마포구 상암동,1601 KGIT 상암센터 11층,-,02) 6393-5200,02) 780-8311,서울 마포구 상암동1601 KGIT 상암센터 11층,126.8889739,37.58004475,정좌표
research_lib_5.shp.csv,100,500,한국데이터베이스진흥원 자료실,서울,중구,전문,공공,-,0,135729,중구 다동 ,10 한국관광공사빌딩 9층,http://www.kdb.or.kr,02) 3708-5300,02) 318-5040,중구 다동 10 한국관광공사빌딩 9층,126.9815978,37.5685466,정좌표
research_lib_6.shp.csv,1,501,한국도서관협회 도서관,서울,서초구,전문,민간,-,2007,135090,서울 서초구 반포대로 ,201,http://www.kla.kr,02-537-6117,02-535-5616,서울 서초구 반포대로 201,127.0038078,37.49783174,정좌표
research_lib_6.shp.csv,2,501,한국무역협회 정보자료실,서울,강남구,전문,민간,-,2002,157857,강남구 삼성동 ,159-1 무역센터 트레이드타워 603호,http://203.233.200.80:8080,02) 6000-5108~9,02) 6000-5149,강남구 삼성동 159-1 무역센터 트레이드타워 603호,127.0611691,37.5103887,정좌표
research_lib_6.shp.csv,3,501,한국문학번역도서관,서울,강남구,전문,민간,-,2006,121848,서울 강남구 영동대로 112길 32(삼성동) 한국문학번역원 1층,108-5 한국문학번역원 빌딩 1층,http://library.ltikorea.or.kr,02-6919-7753,02-6919-7759,서울 강남구 영동대로 112길 32(삼성동) 한국문학번역원 1층108-5 한국문학번역원 빌딩 1층,127.0628405,37.51522231,정좌표
research_lib_6.shp.csv,4,501,한국문화관광연구원 정책자료실,서울,강서구,전문,공공,-,1979,137718,서울 강서구 방화3동,827번지,http://www.kcti.re.kr,02-2669-9818,02-2669-9880,서울 강서구 방화3동827번지,126.8137859,37.57903716,정좌표
research_lib_6.shp.csv,5,501,한국문화예술교육진흥원 자료실,서울,마포구,전문,공공,-,2010,137718,서울 마포구 ,성산로 128,www.arte.or.kr,02) 6209-5900,02) 6209-1392,서울 마포구 성산로 128,126.9082023,37.56379606,정좌표
research_lib_6.shp.csv,6,501,한국문화예술위원회 아르코예술정보관,서울,서초구,전문,공공,-,0,100101,서초구 서초3동 ,700 예술의전당 내,http://library.arko.or.kr,02) 760-4675,02) 525-3496,서초구 서초3동 700 예술의전당 내,127.0152041,37.48104803,정좌표
research_lib_6.shp.csv,7,501,한국문화위원회 예술자료원,서울,서초구,전문,공공,-,0,158050,서울 서초구 서초3동 예술의전당,한가람디자인미술관 내,http://archive.arko.or.kr,02-524-9400,02-524-9441,서울 서초구 서초3동 예술의전당한가람디자인미술관 내,126.9939851,37.47912809,인근좌표
research_lib_6.shp.csv,8,501,한국방송광고공사 광고자료센터,서울,중구,전문,공공,-,1991,137890,중구 태평로 1가,25 프레스센터18층,-,02) 2144-0181,,중구 태평로 1가25 프레스센터18층,126.9777177,37.56751806,정좌표
research_lib_6.shp.csv,9,501,한국방송영상산업진흥원 방송자료관,서울,양천구,전문,공공,-,-,137717,양천구 목동 ,923-5 방송회관 8층,-,02) 3219-5442,02) 3219-6020,양천구 목동 923-5 방송회관 8층,126.8714806,37.52694712,정좌표
research_lib_6.shp.csv,10,501,한국법제연구원 도서관,서울,서초구,전문,민간,-,1983,110054,서울특별시 서초구 양재천로,131 (한국법제연구원),www.lib.klri.re.kr,02-3498-8764,02-579-2376,서울특별시 서초구 양재천로131 (한국법제연구원),127.0419762,37.47880151,정좌표
research_lib_6.shp.csv,11,501,한국부동산연구원 도서관,서울,서초구,전문,공공,-,0,152050,서울 서초구 양재2동 동원산업빌딩,4층,http://library.kreri.re.kr/,02-520-5000,02)520-5080,서울 서초구 양재2동 동원산업빌딩4층,127.0423221,37.4832003,정좌표
research_lib_6.shp.csv,12,501,한국사회과학자료원,서울,종로구,전문,민간,-,1997,152759,서울 종로구 ,인왕산로 1길 25,http://www.kossda.or.kr,02-767-9500,02-767-9595,서울 종로구 인왕산로 1길 25,126.9643741,37.57349235,정좌표
research_lib_6.shp.csv,13,501,한국산업기술시험원 자료실,서울,구로구,전문,공공,-,1954,150973,구로구 구로동 ,222-13,-,02) 860-1237,02) 860-1225,구로구 구로동 222-13,126.8962138,37.48161304,정좌표
research_lib_6.shp.csv,14,501,한국산업단지공단 정보자료실,서울,구로구,전문,공공,-,0,121757,구로구 구로동 ,188-5 KICOX벤처빌딩,http://library.sa3000.com/kicox,070-8895-7286,0502-286-0591,구로구 구로동 188-5 KICOX벤처빌딩,126.8972828,37.48470577,정좌표
research_lib_6.shp.csv,15,501,한국산업은행 문헌정보실,서울,영등포구,전문,공공,-,-,137870,영등포구 여의도동 ,03월 16일,www.kdb.co.kr,02) 787-7813,02) 787-7893,영등포구 여의도동 16-3,126.9208876,37.52704959,정좌표
research_lib_6.shp.csv,16,501,한국산업인력공단 정보자료실,서울,마포구,전문,공공,-,-,150038,마포구 공덕동 ,370-4,-,02) 3274-9788,02) 3271-9481,마포구 공덕동 370-4,126.9499498,37.54673445,정좌표
research_lib_6.shp.csv,17,501,한국세무사회 조세도서관,서울,서초구,전문,민간,-,0,140132,서초구 서초3동 ,1497-16,-,02) 587-6021,02) 521-9457,서초구 서초3동 1497-16,127.0038044,37.48665624,정좌표
research_lib_6.shp.csv,18,501,한국소방안전협회 자료실,서울,영등포구,전문,공공,-,0,150914,서울 영등포구 영등포동8가,Apr-87,-,02-2671-8610,02-2679-8102,서울 영등포구 영등포동8가87-4,126.9061833,37.53157653,정좌표
research_lib_6.shp.csv,19,501,한국순교복자수녀회 도서실,서울,용산구,전문,민간,-,-,150010,용산구 청파동 2가 ,Jan-38,-,02) 707-5598,02) 704-9606,용산구 청파동 2가 38-1,126.967913,37.54570684,정좌표
research_lib_6.shp.csv,20,501,한국스카우트연맹 도서관,서울,영등포구,전문,민간,-,1981,100750,서울특별시 영등포구 국회대로62길,14 (한국스카우트연맹),www.scout.or.kr,02) 6335-2030,02) 6335-2020,서울특별시 영등포구 국회대로62길14 (한국스카우트연맹),126.9164749,37.52670289,정좌표
research_lib_6.shp.csv,21,501,한국신용정보 자료실,서울,영등포구,전문,민간,-,1983,122707,영등포구 여의도동 ,14-33 한국신용정보 9층,-,02) 2122-4306,02) 2122-4110,영등포구 여의도동 14-33 한국신용정보 9층,126.9207792,37.52824416,정좌표
research_lib_6.shp.csv,22,501,한국언론진흥재단 언론도서관,서울,중구,전문,민간,-,1958,4166,서울 중구 태평로1가 프레스센터빌딩,25 프레스센터빌딩13층,http://211.51.233.11/2011page/search/data_found_search_simple.asp,02) 2001-7511,02) 2001-7510,서울 중구 태평로1가 프레스센터빌딩25 프레스센터빌딩13층,126.9777177,37.56751806,정좌표
research_lib_6.shp.csv,23,501,한국여성정책연구원 여성정보자료실,서울,은평구,전문,공공,-,1974,3925,은평구 진흥로,276,http://library.kwdi.re.kr:8080/,02) 3156-7282,02) 3156-7274,은평구 진흥로276,126.9395599,37.61043247,인근좌표
research_lib_6.shp.csv,24,501,한국연구원 도서실,서울,마포구,전문,공공,-,1963,139706,서울특별시 마포구 토정로31길 12 (용강동),3층,http://www.riks.or.kr,02-737-1731,02-737-1739,서울특별시 마포구 토정로31길 12 (용강동)3층,126.9424756,37.54145858,정좌표
research_lib_6.shp.csv,25,501,한국영상자료원 영상도서관,서울,마포구,전문,공공,-,1952,4514,서울특별시 마포구 월드컵북로 400 상암동,1602번지 문화콘텐츠센터 2층,https://www.koreafilm.or.kr/library/main,02-3153-2051,02-3153-2080,서울특별시 마포구 월드컵북로 400 상암동1602번지 문화콘텐츠센터 2층,126.8898931,37.58045097,정좌표
research_lib_6.shp.csv,26,501,한국원자력의학원 의학정보연구실,서울,노원구,전문,공공,-,0,100770,노원구 노원길 ,75(공릉동 215-4),http://www.korsa.or.kr/asp/kirams/,02-970-2071,02-970-2402,노원구 노원길 75(공릉동 215-4),127.0732264,37.65524724,인근좌표
research_lib_6.shp.csv,27,501,한국은행 정보자료실,서울,중구,전문,공공,-,    ,137867,서울특별시 중구 세종대로 67 태평로2가,한국은행 본관 삼성본관 빌딩 17층 도서관,http://dl.bok.or.kr,02-759-4208,02-759-4299,서울특별시 중구 세종대로 67 태평로2가한국은행 본관 삼성본관 빌딩 17층 도서관,126.9755592,37.56238282,정좌표
research_lib_6.shp.csv,28,501,한국일보 신문도서관,서울,중구,전문,민간,-,0,134070,서울 중구 남대문로2가 한진빌딩,본관3층 306호,-,02) 724-2441,02) 723-9989,서울 중구 남대문로2가 한진빌딩본관3층 306호,126.9829218,37.56562285,정좌표
research_lib_6.shp.csv,29,501,한국자동차공업협회 정보자료실,서울,서초구,전문,민간,-,-,135791,서울 서초구 서초3동,1461-15 자동차회관,-,02) 3660-1864,02) 3660-1904,서울 서초구 서초3동1461-15 자동차회관,127.0117537,37.48267424,정좌표
research_lib_6.shp.csv,30,501,한국전기안전공사 자료실,서울,강동구,전문,공공,-,0,135791,강동구 명일동 ,Feb-46,-,02) 440-2166,02) 440-2117,강동구 명일동 46-2,127.1545981,37.55463292,정좌표
research_lib_6.shp.csv,31,501,한국전력거래소 자료실,서울,강남구,전문,공공,-,0,121835,강남구 삼성동 ,167,-,02) 3456-6779,02) 3456-6649,강남구 삼성동 167,127.0632811,37.5123462,정좌표
research_lib_6.shp.csv,32,501,한국전력공사 본사 자료실,서울,강남구,전문,공공,-,0,157840,강남구 삼성동 ,167 한국전력빌딩 4층,-,02) 3456-3683,02) 3456-3949,강남구 삼성동 167 한국전력빌딩 4층,127.0632811,37.5123462,정좌표
research_lib_6.shp.csv,33,501,한국전자산업진흥회 자료실,서울,마포구,전문,민간,-,1987,100170,서울 마포구 상암동,1599 전자회관 11-12층,-,02) 6388-6056,02) 6388-6059,서울 마포구 상암동1599 전자회관 11-12층,126.8883551,37.58082531,정좌표
research_lib_6.shp.csv,34,501,한국정보문화진흥원 전자정보실,서울,강서구,전문,공공,-,-,137873,강서구 등촌동 ,645-11,-,02)2131-0135,02) 3660-2659,강서구 등촌동 645-11,126.8613458,37.55350955,정좌표
research_lib_6.shp.csv,35,501,한국정보화진흥원 자료실,서울,중구,전문,공공,-,2012,3923,서울 중구 무교동,77,-,02) 2131-0135,02) 2131-0319,서울 중구 무교동77,126.9787937,37.56878177,정좌표
research_lib_6.shp.csv,36,501,한국지방행정연구원 자료실,서울,서초구,전문,공공,-,0,135949,서초구 서초3동 ,1552-13,-,02) 3488-7362,02) 3488-7370,서초구 서초3동 1552-13,127.0091826,37.49139529,정좌표
research_lib_6.shp.csv,37,501,한국지역정보개발원,서울,마포구,전문,공공,-,1991,100882,서울특별시 마포구 성암로 301 (상암동),한국지역정보개발원 2층 도서관,http://klid.egentouch.com,02-2031-9119,02-2031-9360,서울특별시 마포구 성암로 301 (상암동)한국지역정보개발원 2층 도서관,126.8879378,37.58246887,정좌표
research_lib_6.shp.csv,38,501,한국직업능력개발원 정보자료실,서울,강남구,전문,공공,-,-,137715,강남구 청담2동 ,01월 15일,library.krivet.re.kr,02) 3485-5026,02) 3485-5046,강남구 청담2동 15-1,127.0623557,37.49607082,인근좌표
research_lib_6.shp.csv,39,501,한국청소년상담원 자료실,서울,중구,전문,민간,-,0,139242,서울 중구 신당6동,292번지 홍진빌딩 5층 한국청소년상담원 정보자료실,http://www.kyci.or.kr,02) 2250-3146,02) 2250-3007,서울 중구 신당6동292번지 홍진빌딩 5층 한국청소년상담원 정보자료실,126.9929833,37.55786661,인근좌표
research_lib_6.shp.csv,40,501,한국청소년정책연구원 정보자료실,서울,서초구,전문,공공,-,0,120013,서초구 우면동 ,한국교원단체총연합 9층,-,02) 2188-8852,02) 2188-8819,서초구 우면동 한국교원단체총연합 9층,127.0259711,37.46831487,정좌표
research_lib_6.shp.csv,41,501,한국체육과학연구원 도서관,서울,노원구,전문,공공,-,0,157822,노원구 공릉동 ,223-19,-,02) 970-9524,02) 970-9502,노원구 공릉동 223-19,127.0801749,37.62546948,정좌표
research_lib_6.shp.csv,42,501,한국케이블TV 방송협회 자료실,서울,서대문구,전문,민간,-,1984,121270,서울 서대문구 충정로3가,464 충청타워 5층,-,02) 735-6514,02-735-6511,서울 서대문구 충정로3가464 충청타워 5층,126.9640109,37.55980742,정좌표
research_lib_6.shp.csv,43,501,한국항공진흥협회 항공자료실 ,서울,강서구,전문,민간,-,1991,135081,강서구 과해동 ,272 한국공항공사 5층,-,02-2669-8700,,강서구 과해동 272 한국공항공사 5층,126.7773816,37.56402919,인근좌표
research_lib_6.shp.csv,44,501,한국해양수산개발원 해양수산정보센터,서울,마포구,전문,공공,-,1989,6764,서울 마포구 상암동,"1652번지 KBS미디어센터빌딩 13~16층, 21층",http://library.kmi.re.kr,02) 2105-2737,02) 2105-2739,"서울 마포구 상암동1652번지 KBS미디어센터빌딩 13~16층, 21층",126.8908859,37.57648623,정좌표
research_lib_6.shp.csv,45,501,한국행정연구원 자료실,서울,강남구,전문,공공,-,0,150885,서울특별시 강남구,언주로 508 상록회관 10층,-,02-2007-0557,,서울특별시 강남구언주로 508 상록회관 10층,127.0429101,37.5039666,정좌표
research_lib_6.shp.csv,46,501,한국형사정책연구원 도서실,서울,서초구,전문,민간,-,-,110061,서울특별시 서초구 태봉로 114 (우면동),한국형사정책연구원 도서관(11층),https://www.kic.re.kr,02-3460-5135,02-3462-4671,서울특별시 서초구 태봉로 114 (우면동)한국형사정책연구원 도서관(11층),127.0295492,37.46423848,정좌표
research_lib_6.shp.csv,47,501,한국화재보험협회 자료실,서울,영등포구,전문,민간,-,-,100797,영등포구 여의도동 ,Apr-35,-,02) 3780-0325,02) 783-4094,영등포구 여의도동 35-4,126.9262974,37.52151402,정좌표
research_lib_6.shp.csv,48,501,한글학회 국어학전문도서관,서울,종로구,전문,민간,-,0,150717,종로구 신문로1가 ,58-14 한글회관,-,02) 738-2236,02) 738-2238,종로구 신문로1가 58-14 한글회관,126.9723242,37.57091973,정좌표
research_lib_6.shp.csv,49,501,한화석유화학 정보자료실,서울,중구,전문,민간,-,2020,7505,중구 장교동 ,한화빌딩 16층,-,02) 729-4031,02) 729-1394,중구 장교동 한화빌딩 16층,128.6005549,35.87325318,인근좌표
research_lib_6.shp.csv,50,501,한화증권 자료실,서울,영등포구,전문,민간,-,0,110703,영등포구 여의도동 ,23-5 한화증권빌딩 8층,-,02) 3772-7489,02) 3772-8407,영등포구 여의도동 23-5 한화증권빌딩 8층,126.9229333,37.52396362,정좌표
research_lib_6.shp.csv,51,501,항공도서관,서울,강서구,전문,공공,-,1998,110760,서울특별시 강서구 하늘길 177 공항동,국립항공박물관,-,02-6940-3036,,서울특별시 강서구 하늘길 177 공항동국립항공박물관,126.8088728,37.55686928,정좌표
research_lib_6.shp.csv,52,501,해외문화홍보원 자료실,서울,종로구,전문,공공,-,1988,110250,종로구 세종로 ,Jan-82,-,02) 398-1916,,종로구 세종로 82-1,126.9779006,37.57390912,정좌표
research_lib_6.shp.csv,53,501,행정안전부(행정자치부)자료관,서울,종로구,전문,공공,-,-,110801,종로구 세종로 ,55 정부중앙청사 1401호,http://lib.mopas.go.kr,02) 2100-3018,02) 2100-3034,종로구 세종로 55 정부중앙청사 1401호,126.9783763,37.57554816,인근좌표
research_lib_6.shp.csv,54,501,헌법재판소도서관,서울,종로구,전문,공공,-,0,137130,종로구 재동 ,83,http://library.ccourt.go.kr,02-708-3817,02-708-3820,종로구 재동 83,126.9847688,37.57810765,정좌표
research_lib_6.shp.csv,55,501,현대건설 기술정보실,서울,종로구,전문,민간,-,-,150706,종로구 계동 ,140-2,-,02) 746-3012,02) 746-3032,종로구 계동 140-2,126.987373,37.57840174,정좌표
research_lib_6.shp.csv,56,501,현대자동차 글로벌경영연구소 그룹도서관,서울,서초구,전문,민간,-,-,110731,서울 서초구 양재동,231,-,02-3464-2845,02-3464-3527,서울 서초구 양재동231,127.0426496,37.46415315,정좌표
research_lib_6.shp.csv,57,501,현대카드/캐피탈 정보자료실,서울,영등포구,전문,민간,-,2003,339861,영등포구 여의도동 ,현대캐피탈빌딩,-,02) 2167-7989,02) 786-2805,영등포구 여의도동 현대캐피탈빌딩,126.9294419,37.52849122,인근좌표
research_lib_6.shp.csv,58,501,현대해상화재보험 도서실,서울,종로구,전문,민간,-,1962,339012,종로구 세종로 ,현대해상화재보험빌딩,http://library.hi.co.kr:8000/,02) 3701-8109,02) 3701-3614,종로구 세종로 현대해상화재보험빌딩,126.9989704,37.57067532,인근좌표
research_lib_6.shp.csv,59,501,교과서박물관 자료실,세종,연기군,전문,민간,-,0,339012,연기군 동면 내판리 ,산25-1 교과서박물관,-,"044-861-3141,3142",044-865-5385,연기군 동면 내판리 산25-1 교과서박물관,127.9896785,37.66978632,정좌표
research_lib_6.shp.csv,60,501,기획재정부 도서실,세종,연기군,전문,공공,-,1989,339007,세종특별자치시  갈매로,477,http://lib.mosf.go.kr,044) 215-2577,044) 215-8032,세종특별자치시  갈매로477,127.2664964,36.50600834,정좌표
research_lib_6.shp.csv,61,501,농림축산식품부 자료실,세종,연기군,전문,공공,-,1971,339012,세종특별자치시,다솜2로 94(어진동),http://lib.mafra.go.kr,044-201-1260,044-868-9026,세종특별자치시다솜2로 94(어진동),127.2650217,36.50461477,정좌표
research_lib_6.shp.csv,62,501,대외경제정책연구원 지식정보실,세종,연기군,전문,공공,-,1971,339007,세종특별자치시 시청대로 370,세종국책연구단지 경제정책동 C동 226호,http://www.kiep.go.kr/,044-414-1174,044-414-1177,세종특별자치시 시청대로 370세종국책연구단지 경제정책동 C동 226호,127.3048407,36.49494683,정좌표
research_lib_6.shp.csv,63,501,산업통상자원부 정책도서관,세종,연기군,전문,공공,-,1997,44538,세종특별자치시,어진동 한누리대로 402,http://lib.motie.go.kr,044-203-5055,044-203-4755,세종특별자치시어진동 한누리대로 402,127.2622758,36.49899856,정좌표
research_lib_6.shp.csv,64,501,한국개발연구원 도서자료실,세종,연기군,전문,공공,-,0,681711,세종특별자치시 ,반곡동 길재길 15,lib.kdi.re.kr,044)550-4262,044)550-4261,세종특별자치시 반곡동 길재길 15,127.3124412,36.50300762,인근좌표
research_lib_6.shp.csv,65,501,국립재난안전연구원 자료실 (구 국립방재연구원),울산,중구,전문,공공,-,0,681270,울산광역시 중구 종가로 365 (교동),울산광역시 중구 교동  57,http://www.ndmi.go.kr/,052-928-8065,052-928-8009,울산광역시 중구 종가로 365 (교동)울산광역시 중구 교동  57,129.3164949,35.56608832,정좌표
research_lib_6.shp.csv,66,501,동강병원 도서실,울산,중구,전문,민간,-,0,680701,중구 태화동 ,123-3,-,052-241-1163,052-241-1180,중구 태화동 123-3,129.3019554,35.55342727,정좌표
research_lib_6.shp.csv,67,501,울산광역시중구보건소 건강정보도서관,울산,중구,전문,공공,-,-,682714,중구 남외동 ,603-2,-,052) 290-4370,052) 290-0577,중구 남외동 603-2,129.350501,35.56934052,정좌표
research_lib_6.shp.csv,68,501,울산광역시청 행정자료실,울산,남구,전문,공공,-,0,683804,남구 신정1동 ,646-4,-,052) 229-2454,052) 229-2149,남구 신정1동 646-4,129.3115575,35.53889991,정좌표
research_lib_6.shp.csv,69,501,울산대병원 의학도서실,울산,동구,전문,민간,-,0,680722,동구 전하동 ,290-3,-,052) 250-7015,052) 250-8071,동구 전하동 290-3,129.4287668,35.51998653,정좌표
research_lib_6.shp.csv,70,501,울산북구청 울산북구공공도서실,울산,북구,전문,공공,-,1987,681230,울산 북구 연암동 ,1004-1 북구문화예술회관 내,-,052) 219-7854,052) 287-6288,울산 북구 연암동 1004-1 북구문화예술회관 내,129.3611084,35.58251324,정좌표
research_lib_6.shp.csv,71,501,울산상공회의소 자료실,울산,남구,전문,공공,-,0,681816,남구 신정3동 ,589-1,-,052) 228-3073,052) 258-2112,남구 신정3동 589-1,129.3163975,35.53964699,정좌표
research_lib_6.shp.csv,72,501,한국산업안전보건공단,울산,중구,전문,공공,-,0,683791,울산광역시 중구,북정동 (종가로 400),http://library.kosha.or.kr/,052-703-0396,052-703-0329,울산광역시 중구북정동 (종가로 400),129.3210049,35.5598701,인근좌표
research_lib_6.shp.csv,73,501,한국석유공사 석유자료실,울산,중구,전문,공공,-,0,682792,울산광역시 중구,종가로 305 한국석유공사,-,052-216-2114,052-216-5900,울산광역시 중구종가로 305 한국석유공사,129.3076947,35.56432295,정좌표
research_lib_6.shp.csv,74,501,현대자동차㈜울산연구소정보자료실,울산,북구,전문,민간,-,1977,403720,북구 양정동 ,700,-,052) 280-2114,052) 280-7432,북구 양정동 700,129.3851197,35.53809913,정좌표
research_lib_6.shp.csv,75,501,현대중공업㈜기술정보센터,울산,동구,전문,민간,-,-,405712,동구 전하1동 ,1,-,052) 202-2114,052) 230-3547,동구 전하1동 1,129.4392628,35.51549635,정좌표
research_lib_6.shp.csv,76,501,가톨릭대학교 인천성모병원 의학도서실,인천,부평구,전문,민간,-,2007,404708,부평구 부평6동 ,665,http://www.cmcism.or.kr,032) 280-5277,032) 280-5278,부평구 부평6동 665 ,126.7227075,37.48369898,인근좌표
research_lib_6.shp.csv,77,501,건설기술교육원 도서관,인천,남동구,전문,공공,-,0,400800,남동구 만수동 ,377,-,032) 463-4904,032) 467-7651,남동구 만수동 377,126.7362806,37.45060318,정좌표
research_lib_6.shp.csv,78,501,국립생물자원관 도서실,인천,서구,전문,공공,-,-,404708,인천 서구 경서동 종합환경연구단지,내 국립생물자원관 도서실,-,032-590-7249,032-590-7251,인천 서구 경서동 종합환경연구단지내 국립생물자원관 도서실,126.6540028,37.55616528,인근좌표
research_lib_6.shp.csv,79,501,국립해양조사원,인천,중구,전문,공공,-,0,400420,인천 중구 항동7가,1월 17일,http://www.nori.go.kr/,032-880-0413,,인천 중구 항동7가1-17,126.6296967,37.45997675,정좌표
research_lib_6.shp.csv,80,501,국립환경과학원 정보자료실,인천,서구,전문,공공,-,0,404706,서구 경서동 ,종합환경연구단지 내 본관2층 정보자료실,http://library.nier.go.kr,032) 560-7085,032) 568-2033,서구 경서동 종합환경연구단지 내 본관2층 정보자료실,126.6728289,37.55493251,인근좌표
research_lib_6.shp.csv,81,501,서해수산연구소 자료실,인천,중구,전문,공공,-,1983,400831,중구 을왕동 ,707,-,032) 745-0543,032) 745-0549,중구 을왕동 707,126.3754418,37.44266293,정좌표
research_lib_6.shp.csv,82,501,수도권매립지관리공사기술정보자료실,인천,서구,전문,공공,-,0,405704,인천 서구 백석동 수도권매립지공사,기술정보자료실,library.slc.or.kr,"032-560-9611,22",032-560-9612,인천 서구 백석동 수도권매립지공사기술정보자료실,126.6710782,37.57915504,인근좌표
research_lib_6.shp.csv,83,501,인천광역시교육과학연구원 자료실,인천,중구,전문,공공,-,1994,405750,인천광역시 중구 영종대로277번길,74-10 (인천교육과학연구원),http://www.ienet.re.kr,032) 880-0780,032) 880-0748,인천광역시 중구 영종대로277번길74-10 (인천교육과학연구원),126.5070984,37.49069015,정좌표
research_lib_6.shp.csv,84,501,인천광역시교육청 교육행정자료실,인천,남동구,전문,공공,-,-,400714,남동구 구월동 ,1137,-,032) 420-8477,032) 423-0159,남동구 구월동 1137,126.7031602,37.456355,정좌표
research_lib_6.shp.csv,85,501,인천광역시청 행정자료실,인천,남동구,전문,공공,-,0,405777,인천광역시 남동구 정각로29,인천광역시청 행정자료실,http://211.253.98.147,032-440-8423,032-440-8647,인천광역시 남동구 정각로29인천광역시청 행정자료실,126.7062117,37.45613296,정좌표
research_lib_6.shp.csv,86,501,인천기독병원도서실,인천,중구,전문,민간,-,1999,22711,중구 율목동 ,인천기독병원,-,032-762-7831,032-763-9409,중구 율목동 인천기독병원,126.6329628,37.47036355,인근좌표
research_lib_6.shp.csv,87,501,인천상공회의소 자료실,인천,남동구,전문,민간,-,0,401040,인천 남동구 논현동 인천상공회의소,5층 경제정책팀,http://www.incham.net,032) 810-2834,032) 810-2806,인천 남동구 논현동 인천상공회의소5층 경제정책팀,126.7368018,37.41775258,정좌표
research_lib_6.shp.csv,88,501,인천연구원 자료실,인천,서구,전문,공공,-,-,400712,인천광역시 서구 심곡로 98 심곡동,인천연구원,-,032-260-2626,032-260-2629,인천광역시 서구 심곡로 98 심곡동인천연구원,126.6805463,37.54160895,정좌표
research_lib_6.shp.csv,89,501,인천제철㈜ 도서실,인천,동구,전문,민간,-,-,406840,동구 송현동 ,1번지,-,032) 760-2094,032) 760-2816,동구 송현동 1번지,126.6448705,37.48321676,인근좌표
research_lib_6.shp.csv,90,501,인천항만공사 자료실,인천,중구,전문,공공,-,2009,21990,중구 신흥동3가 ,7-241 정석빌딩 신관,-,032) 890-8065,032) 886-6389,중구 신흥동3가 7-241 정석빌딩 신관,126.6322855,37.45899842,정좌표
research_lib_6.shp.csv,91,501,한국생산기술연구원,인천,연수구,전문,공공,-,0,404170,연수구 송도동,7-47 한국생산기술연구원 자료실 ,-,032 850 0145,032 850 0140,연수구 송도동7-47 한국생산기술연구원 자료실 ,126.6500887,37.3838902,정좌표
research_lib_6.shp.csv,92,501,한국해양과학기술원 부설 극지연구소,인천,연수구,전문,공공,-,2017,22851,인천광역시 연수구 송도미래로 26 (송도동),R0 도서관,http://www.kopri.re.kr,032-770-8484,032-770-8488,인천광역시 연수구 송도미래로 26 (송도동)R0 도서관,126.6466535,37.36805782,정좌표
research_lib_6.shp.csv,93,501,한국환경공단 정보자료실,인천,서구,전문,공공,-,2015,58217,서구 경서동 ,종합환경연구단지 내 한국환경공단 물환경관 1층 정보자료실,-,032-560-1640,032-563-0239,서구 경서동 종합환경연구단지 내 한국환경공단 물환경관 1층 정보자료실,126.6728289,37.55493251,인근좌표
research_lib_6.shp.csv,94,501,항공기술자료실,인천,서구,전문,공공,-,0,530708,인천광역시 서구 로봇랜드로 155-11 청라동,로봇랜드 로봇지원센터 16층 항공안전기술원 항공기술자료실,-,032-727-5618,,인천광역시 서구 로봇랜드로 155-11 청라동로봇랜드 로봇지원센터 16층 항공안전기술원 항공기술자료실,126.6109501,37.51974276,정좌표
research_lib_6.shp.csv,95,501,광주전남연구원 지역정보조사센터,전남,나주시,전문,공공,-,    ,530350,전라남도 나주시 우정로 56 빛가람동,토담리치타워 8층,http://www.gjri.re.kr,061-931-9371,061-931-9393,전라남도 나주시 우정로 56 빛가람동토담리치타워 8층,126.78599,35.02370924,정좌표
research_lib_6.shp.csv,96,501,광주지방법원 목포지원 자료실,전남,목포시,전문,공공,-,-,540719,목포시 용해동 ,824,-,061-270-6623,061-273-2134,목포시 용해동 824,126.3968537,34.81308902,정좌표
research_lib_6.shp.csv,97,501,목포가톨릭병원 도서실,전남,목포시,전문,민간,-,-,520824,목포시 산정동 ,97,-,061) 270-1114,061) 279-1581,목포시 산정동 97,126.3864509,34.8010257,인근좌표
research_lib_6.shp.csv,98,501,성가롤로병원도서관,전남,순천시,전문,민간,-,1995,517872,순천시 조례동 ,174번지 성가롤로병원,-,061-720-2000,061-720-6000,순천시 조례동 174번지 성가롤로병원,127.5353814,34.96900815,정좌표
research_lib_6.shp.csv,99,501,전라남도교육과학연구원 도서실,전남,나주시,전문,공공,-,1987,534821,나주시 금천면 원곡리 ,253-14  ,-,061) 330-2184,061) 330-2123,나주시 금천면 원곡리 253-14  ,126.7518225,35.0361366,정좌표
